user_message,crisis_label,severity_level,suggested_helpline_id
"Reporting a fake call scam, they stole my OTP.",Cyber Crime,2,cyber_1930
"Two cars crashed, people are bleeding heavily.",Road Accident,5,ambulance_108
"I suspect child abuse next door, the baby is always bruised.",Child Helpline,5,child_1098
"Help! I want to ending my life, I can't take it anymore.",Mental Health Crisis,5,mental_health
"Emergency! Reporting a fraud message scam, they stole my password.",Cyber Crime,2,cyber_1930
My partner is threatening me. Call police.,Domestic Violence,3,women_1091
Please help. My husband is hitting me. Call police.,Domestic Violence,5,women_1091
Urgent. Call the fire brigade! kitchen is burning. Call police.,Fire Emergency,5,fire_101
Urgent. Lost money from my bank account due to phishing link.,Cyber Crime,2,cyber_1930
"Reporting a lottery scam scam, they stole my details.",Cyber Crime,3,cyber_1930
"Hit and run case at junction, victim is not moving.",Road Accident,5,ambulance_108
A man is harassing me and I feel unsafe.,Women Safety,3,women_1091
"Need help immediately at dark street, group of men is trying to chasing me.",Women Safety,5,women_1091
"Urgent. Domestic violence happening at my neighbor's house, he is hitting her.",Domestic Violence,3,women_1091
"Reporting a UPI fraud scam, they stole my OTP.",Cyber Crime,1,cyber_1930
"Hit and run case at highway, victim is unconscious. Please hurry.",Road Accident,5,ambulance_108
"Urgent. Bad accident on the highway, stuck inside.",Road Accident,4,ambulance_108
"I think I am being touching, he is following me.",Women Safety,3,women_1091
"Need ambulance immediately at main road, bus accident.",Road Accident,5,ambulance_108
"Lost child found at railway station, looks crying. I am scared.",Child Helpline,3,child_1098
Help! The factory is on fire!,Fire Emergency,5,fire_101
My husband is locking me. I am scared.,Domestic Violence,3,women_1091
A man is threatening me and I feel unsafe.,Women Safety,4,women_1091
My husband is hitting me.,Domestic Violence,5,women_1091
I received a phishing link asking for OTP.,Cyber Crime,1,cyber_1930
"I want to suicide, I can't take it anymore.",Mental Health Crisis,5,mental_health
Lost money from my bank account due to lottery scam.,Cyber Crime,3,cyber_1930
Help! The slum area is on fire!,Fire Emergency,5,fire_101
Help! The school is on fire!,Fire Emergency,5,fire_101
My husband is hitting me.,Domestic Violence,3,women_1091
Help! The factory is on fire!,Fire Emergency,5,fire_101
"Hit and run case at bridge, victim is stuck inside.",Road Accident,4,ambulance_108
Call the fire brigade! market is burning.,Fire Emergency,5,fire_101
I see flames coming from the school.,Fire Emergency,5,fire_101
I see thick smoke coming from the slum area.,Fire Emergency,5,fire_101
"Lost child found at factory, looks hungry.",Child Helpline,3,child_1098
"Please help. Two cars crashed, people are unconscious.",Road Accident,5,ambulance_108
"I suspect child abuse next door, the minor is always injured.",Child Helpline,3,child_1098
He is drunk and throwing things at me and the kids. Call police.,Domestic Violence,5,women_1091
"Need help immediately at cab, driver is trying to abusing me.",Women Safety,5,women_1091
"Reporting child labor at temple, minor is working there. Please hurry.",Child Helpline,4,child_1098
"Lost child found at shop, looks crying. Please hurry.",Child Helpline,3,child_1098
Someone is touching me.,Women Safety,3,women_1091
Emergency! A truck hit a child at crossing.,Road Accident,4,ambulance_108
"Help! Two cars crashed, people are injured.",Road Accident,5,ambulance_108
"Lost child found at temple, looks injured.",Child Helpline,4,child_1098
I am being following by a stranger at cab. Need help now.,Women Safety,4,women_1091
Help! The building is on fire!,Fire Emergency,5,fire_101
"Urgent. Need help immediately at dark street, man is trying to following me.",Women Safety,3,women_1091
"Reporting a fraud message scam, they stole my identity.",Cyber Crime,2,cyber_1930
"Please help, I am alone and guy is threatening me.",Women Safety,4,women_1091
"Need help immediately at park, man is trying to following me.",Women Safety,3,women_1091
I found a little boy who is scared at shop.,Child Helpline,4,child_1098
Urgent. There is a small fire at apartment!,Fire Emergency,5,fire_101
Call the fire brigade! factory is burning. Need help now.,Fire Emergency,5,fire_101
"Bad accident on the bridge, unconscious.",Road Accident,4,ambulance_108
"Fire broke out in the kitchen, people are trapped.",Fire Emergency,5,fire_101
Please help. Someone blocked my facebook.,Cyber Crime,2,cyber_1930
"I am scared of my husband, he is throwing things at me. Need help now.",Domestic Violence,4,women_1091
My photos are being morphed on telegram. Need help now.,Cyber Crime,1,cyber_1930
Help! Help! The kitchen is on fire! Call police.,Fire Emergency,5,fire_101
"Please help. Please save me, my brother-in-law is trying to hitting me.",Domestic Violence,5,women_1091
Please help. Someone is harassing me. Please hurry.,Women Safety,5,women_1091
I found a minor who is crying at temple. Please hurry.,Child Helpline,3,child_1098
Help! Electric short circuit caused a fire in slum area.,Fire Emergency,5,fire_101
"Fire broke out in the market, people are trapped.",Fire Emergency,5,fire_101
I found a baby who is crying at railway station.,Child Helpline,5,child_1098
There is a massive fire at school!,Fire Emergency,5,fire_101
Help! Someone hacked my email. Need help now.,Cyber Crime,2,cyber_1930
"Emergency! Two cars crashed, people are bleeding heavily.",Road Accident,4,ambulance_108
"Please help. Bad accident on the crossing, injured.",Road Accident,4,ambulance_108
"Need ambulance immediately at main road, car accident.",Road Accident,5,ambulance_108
Emergency! Someone is chasing me.,Women Safety,4,women_1091
"Bad accident on the bridge, injured.",Road Accident,5,ambulance_108
He is drunk and beating me and the kids. Please hurry.,Domestic Violence,4,women_1091
Emergency! I am extremely anxious and thinking of killing myself.,Mental Health Crisis,5,mental_health
"Reporting a fraud message scam, they stole my password.",Cyber Crime,1,cyber_1930
"Please help. Two cars crashed, people are bleeding heavily.",Road Accident,5,ambulance_108
Call the fire brigade! market is burning.,Fire Emergency,5,fire_101
A man is following me and I feel unsafe.,Women Safety,4,women_1091
"Help! Please save me, my partner is trying to throwing things at me.",Domestic Violence,5,women_1091
"Please save me, my partner is trying to abusing me.",Domestic Violence,3,women_1091
"I am scared of my father, he is beating me.",Domestic Violence,3,women_1091
Someone hacked my phone.,Cyber Crime,1,cyber_1930
"Reporting a fraud message scam, they stole my money. Please hurry.",Cyber Crime,1,cyber_1930
"Please save me, my partner is trying to abusing me.",Domestic Violence,3,women_1091
Help! Call the fire brigade! factory is burning.,Fire Emergency,5,fire_101
"Please save me, my father is trying to hitting me.",Domestic Violence,5,women_1091
"Need ambulance immediately at junction, bus accident. Call police.",Road Accident,4,ambulance_108
Urgent. I am being threatening by a group of men at dark street.,Women Safety,5,women_1091
Help! I received a phishing link asking for money.,Cyber Crime,3,cyber_1930
Electric short circuit caused a fire in kitchen.,Fire Emergency,5,fire_101
"Emergency! My friend is talking about cutting myself, I'm scared.",Mental Health Crisis,4,mental_health
Call the fire brigade! kitchen is burning.,Fire Emergency,5,fire_101
"Please help, I am alone and group of men is threatening me.",Women Safety,4,women_1091
"Everything feels unbearable, I just want to suicide.",Mental Health Crisis,4,mental_health
Help! The building is on fire!,Fire Emergency,5,fire_101
Lost money from my bank account due to lottery scam.,Cyber Crime,3,cyber_1930
Please help. Call the fire brigade! slum area is burning.,Fire Emergency,5,fire_101
A man is harassing me and I feel unsafe.,Women Safety,5,women_1091
"Lost child found at temple, looks crying.",Child Helpline,3,child_1098
Electric short circuit caused a fire in school.,Fire Emergency,5,fire_101
"Need ambulance immediately at main road, car accident.",Road Accident,5,ambulance_108
Please help. He is drunk and hitting me and the kids.,Domestic Violence,3,women_1091
"Hit and run case at main road, victim is not moving.",Road Accident,5,ambulance_108
Electric short circuit caused a fire in market.,Fire Emergency,5,fire_101
I see flames coming from the slum area.,Fire Emergency,5,fire_101
"I suspect child abuse next door, the baby is always bruised.",Child Helpline,5,child_1098
Emergency! I found a kid who is lost at temple.,Child Helpline,5,child_1098
Please help. Lost money from my bank account due to UPI fraud.,Cyber Crime,2,cyber_1930
"Please save me, my brother-in-law is trying to beating me.",Domestic Violence,4,women_1091
"Everything feels pointless, I just want to suicide.",Mental Health Crisis,4,mental_health
Lost money from my bank account due to lottery scam.,Cyber Crime,1,cyber_1930
"Emergency! Reporting child labor at street, little girl is working there.",Child Helpline,5,child_1098
"I think I am being touching, he is following me. Please hurry.",Women Safety,3,women_1091
"Lost child found at shop, looks bruised.",Child Helpline,5,child_1098
"Bad accident on the main road, unconscious. I am scared.",Road Accident,4,ambulance_108
He is drunk and throwing things at me and the kids.,Domestic Violence,3,women_1091
Emergency! Someone blocked my email.,Cyber Crime,3,cyber_1930
"Please save me, my partner is trying to abusing me.",Domestic Violence,5,women_1091
"Two cars crashed, people are injured. Please hurry.",Road Accident,4,ambulance_108
Emergency! My photos are being morphed on whatsapp.,Cyber Crime,2,cyber_1930
Help! I received a UPI fraud asking for password.,Cyber Crime,2,cyber_1930
Help! The building is on fire!,Fire Emergency,5,fire_101
A child is being forced to beg in the temple. Need help now.,Child Helpline,5,child_1098
Help! My photos are being hacked on social media.,Cyber Crime,3,cyber_1930
Call the fire brigade! apartment is burning.,Fire Emergency,5,fire_101
I feel depressed and I am a burden.,Mental Health Crisis,5,mental_health
My photos are being morphed on internet.,Cyber Crime,2,cyber_1930
"Fire broke out in the office, people are trapped. I am scared.",Fire Emergency,5,fire_101
"Having severe hallucinations, please help. Call police.",Mental Health Crisis,4,mental_health
"Reporting a phishing link scam, they stole my money.",Cyber Crime,2,cyber_1930
Someone morphed my bank account.,Cyber Crime,3,cyber_1930
"I suspect child abuse next door, the baby is always injured.",Child Helpline,5,child_1098
Urgent. I am being stalking by a group of men at the bus stop.,Women Safety,5,women_1091
Electric short circuit caused a fire in office. Please hurry.,Fire Emergency,5,fire_101
"Need help immediately at park, driver is trying to abusing me.",Women Safety,3,women_1091
Please help. Call the fire brigade! apartment is burning.,Fire Emergency,5,fire_101
I found a kid who is scared at factory.,Child Helpline,4,child_1098
"Hit and run case at crossing, victim is bleeding heavily. Call police.",Road Accident,5,ambulance_108
"Hit and run case at crossing, victim is bleeding heavily.",Road Accident,5,ambulance_108
I am extremely worthless and thinking of ending my life.,Mental Health Crisis,3,mental_health
"Reporting child labor at temple, minor is working there.",Child Helpline,4,child_1098
He is drunk and locking me and the kids.,Domestic Violence,3,women_1091
I received a lottery scam asking for OTP.,Cyber Crime,2,cyber_1930
Emergency! I received a fraud message asking for details.,Cyber Crime,1,cyber_1930
"I am scared of my brother-in-law, he is locking me.",Domestic Violence,4,women_1091
"Please save me, my father is trying to threatening me.",Domestic Violence,5,women_1091
"Fire broke out in the kitchen, people are trapped.",Fire Emergency,5,fire_101
I feel hopeless and nobody cares. Please hurry.,Mental Health Crisis,4,mental_health
"Please help, I am alone and man is touching me.",Women Safety,3,women_1091
A child is being trafficked in the shop. Please hurry.,Child Helpline,5,child_1098
Someone is stalking me.,Women Safety,3,women_1091
There is a spreading fire at factory!,Fire Emergency,5,fire_101
"Emergency! I want to cutting myself, I can't take it anymore.",Mental Health Crisis,4,mental_health
"I am scared of my father, he is threatening me.",Domestic Violence,3,women_1091
"Please save me, my brother-in-law is trying to beating me. I am scared.",Domestic Violence,3,women_1091
My father is locking me. Call police.,Domestic Violence,5,women_1091
"Fire broke out in the factory, people are trapped.",Fire Emergency,5,fire_101
"Urgent. Reporting a phishing link scam, they stole my details.",Cyber Crime,2,cyber_1930
I see sparks coming from the slum area. I am scared.,Fire Emergency,5,fire_101
There is a small fire at slum area!,Fire Emergency,5,fire_101
"I think I am being following, he is following me.",Women Safety,3,women_1091
Please help. I am extremely depressed and thinking of taking pills. I am scared.,Mental Health Crisis,5,mental_health
A man is stalking me and I feel unsafe. Need help now.,Women Safety,4,women_1091
Someone morphed my bank account.,Cyber Crime,2,cyber_1930
"Emergency! Hit and run case at highway, victim is unconscious.",Road Accident,4,ambulance_108
Urgent. A man is abusing me and I feel unsafe.,Women Safety,5,women_1091
Help! Electric short circuit caused a fire in building.,Fire Emergency,5,fire_101
"Everything feels painful, I just want to cutting myself. Need help now.",Mental Health Crisis,5,mental_health
Someone is harassing me.,Women Safety,4,women_1091
"My friend is talking about taking pills, I'm scared.",Mental Health Crisis,5,mental_health
"Two cars crashed, people are stuck inside.",Road Accident,5,ambulance_108
Electric short circuit caused a fire in school.,Fire Emergency,5,fire_101
"I need someone to talk to, I am suicidal. Please hurry.",Mental Health Crisis,5,mental_health
I feel anxious and nobody cares.,Mental Health Crisis,3,mental_health
"Domestic violence happening at my neighbor's house, he is hitting her.",Domestic Violence,4,women_1091
Urgent. I found a little girl who is scared at street.,Child Helpline,5,child_1098
"I need someone to talk to, I am hopeless.",Mental Health Crisis,5,mental_health
My photos are being shared on telegram. Please hurry.,Cyber Crime,2,cyber_1930
Emergency! Call the fire brigade! building is burning.,Fire Emergency,5,fire_101
Call the fire brigade! office is burning.,Fire Emergency,5,fire_101
"I want to jumping off, I can't take it anymore. Need help now.",Mental Health Crisis,5,mental_health
"Need help immediately at dark street, group of men is trying to stalking me.",Women Safety,5,women_1091
He is drunk and hitting me and the kids. I am scared.,Domestic Violence,3,women_1091
"Fire broke out in the factory, people are trapped.",Fire Emergency,5,fire_101
"Reporting a fraud message scam, they stole my password.",Cyber Crime,2,cyber_1930
Electric short circuit caused a fire in building.,Fire Emergency,5,fire_101
"Urgent. I suspect child abuse next door, the kid is always bruised.",Child Helpline,3,child_1098
My photos are being morphed on telegram.,Cyber Crime,1,cyber_1930
"Everything feels pointless, I just want to suicide.",Mental Health Crisis,3,mental_health
"Having severe depression, please help.",Mental Health Crisis,5,mental_health
A child is being trafficked in the temple. Call police.,Child Helpline,3,child_1098
I found a little boy who is crying at park. Call police.,Child Helpline,3,child_1098
"I need someone to talk to, I am anxious.",Mental Health Crisis,4,mental_health
Please help. Lost money from my bank account due to lottery scam.,Cyber Crime,2,cyber_1930
I see sparks coming from the apartment. Call police.,Fire Emergency,5,fire_101
A bike hit a old man at crossing. Call police.,Road Accident,4,ambulance_108
"Please help, I am alone and guy is stalking me.",Women Safety,5,women_1091
"Having severe breakdown, please help.",Mental Health Crisis,3,mental_health
I received a fraud message asking for password.,Cyber Crime,1,cyber_1930
"I suspect child abuse next door, the little boy is always lost.",Child Helpline,3,child_1098
"Lost child found at temple, looks hungry.",Child Helpline,3,child_1098
He is drunk and abusing me and the kids.,Domestic Violence,5,women_1091
I see sparks coming from the building.,Fire Emergency,5,fire_101
A bike hit a biker at bridge. Need help now.,Road Accident,5,ambulance_108
"Hit and run case at bridge, victim is unconscious.",Road Accident,5,ambulance_108
"I am scared of my partner, he is beating me.",Domestic Violence,5,women_1091
"Fire broke out in the market, people are trapped.",Fire Emergency,5,fire_101
"Please help, I am alone and driver is abusing me.",Women Safety,3,women_1091
"Please help. Having severe depression, please help.",Mental Health Crisis,5,mental_health
"Domestic violence happening at my neighbor's house, he is threatening her.",Domestic Violence,4,women_1091
Help! Someone is following me.,Women Safety,5,women_1091
Please help. Call the fire brigade! school is burning.,Fire Emergency,5,fire_101
"Bad accident on the crossing, bleeding heavily. Please hurry.",Road Accident,5,ambulance_108
Please help. Lost money from my bank account due to lottery scam.,Cyber Crime,3,cyber_1930
"I suspect child abuse next door, the little girl is always lost.",Child Helpline,5,child_1098
"Lost child found at park, looks injured. I am scared.",Child Helpline,3,child_1098
"Please save me, my brother-in-law is trying to throwing things at me.",Domestic Violence,5,women_1091
"My friend is talking about killing myself, I'm scared.",Mental Health Crisis,3,mental_health
I received a lottery scam asking for details. Please hurry.,Cyber Crime,1,cyber_1930
Please help. A truck hit a pedestrian at junction.,Road Accident,4,ambulance_108
"Fire broke out in the building, people are trapped.",Fire Emergency,5,fire_101
Lost money from my bank account due to UPI fraud.,Cyber Crime,3,cyber_1930
Electric short circuit caused a fire in market. Need help now.,Fire Emergency,5,fire_101
"I am scared of my brother-in-law, he is hitting me.",Domestic Violence,4,women_1091
"Having severe depression, please help.",Mental Health Crisis,5,mental_health
My photos are being shared on internet.,Cyber Crime,3,cyber_1930
"I need someone to talk to, I am suicidal. Need help now.",Mental Health Crisis,3,mental_health
Urgent. I am being following by a group of men at cab.,Women Safety,3,women_1091
A child is being forced to beg in the factory.,Child Helpline,3,child_1098
I found a minor who is bruised at factory.,Child Helpline,5,child_1098
"Reporting child labor at temple, minor is working there.",Child Helpline,4,child_1098
I am extremely depressed and thinking of taking pills.,Mental Health Crisis,5,mental_health
"Help! I think I am being touching, he is following me.",Women Safety,3,women_1091
Please help. He is drunk and threatening me and the kids.,Domestic Violence,5,women_1091
"Need ambulance immediately at main road, car accident. Need help now.",Road Accident,5,ambulance_108
"I need someone to talk to, I am anxious.",Mental Health Crisis,4,mental_health
Please help. There is a huge fire at apartment!,Fire Emergency,5,fire_101
"I need someone to talk to, I am worthless.",Mental Health Crisis,5,mental_health
Call the fire brigade! factory is burning.,Fire Emergency,5,fire_101
"I am scared of my partner, he is abusing me. Need help now.",Domestic Violence,4,women_1091
"Please help. Everything feels dark, I just want to killing myself.",Mental Health Crisis,3,mental_health
"Emergency! Reporting a fraud message scam, they stole my OTP. Call police.",Cyber Crime,3,cyber_1930
I am being touching by a stranger at dark street. I am scared.,Women Safety,5,women_1091
Help! The building is on fire! Need help now.,Fire Emergency,5,fire_101
I found a little girl who is lost at park.,Child Helpline,4,child_1098
He is drunk and beating me and the kids.,Domestic Violence,3,women_1091
"I need someone to talk to, I am suicidal.",Mental Health Crisis,4,mental_health
My photos are being leaked on telegram.,Cyber Crime,3,cyber_1930
"Emergency! Need ambulance immediately at highway, bike accident. Please hurry.",Road Accident,5,ambulance_108
"My friend is talking about killing myself, I'm scared.",Mental Health Crisis,3,mental_health
Help! The factory is on fire! Call police.,Fire Emergency,5,fire_101
"Please help. Domestic violence happening at my neighbor's house, he is throwing things at her.",Domestic Violence,4,women_1091
Someone leaked my phone.,Cyber Crime,2,cyber_1930
"I think I am being harassing, he is following me.",Women Safety,4,women_1091
A child is being trafficked in the shop.,Child Helpline,3,child_1098
"Urgent. Everything feels painful, I just want to cutting myself. I am scared.",Mental Health Crisis,4,mental_health
"I am scared of my brother-in-law, he is threatening me.",Domestic Violence,3,women_1091
"Everything feels dark, I just want to jumping off.",Mental Health Crisis,5,mental_health
"Lost child found at temple, looks hungry.",Child Helpline,3,child_1098
"I suspect child abuse next door, the kid is always lost.",Child Helpline,5,child_1098
I see sparks coming from the slum area.,Fire Emergency,5,fire_101
"Fire broke out in the market, people are trapped. Please hurry.",Fire Emergency,5,fire_101
A man is following me and I feel unsafe. Please hurry.,Women Safety,3,women_1091
"I need someone to talk to, I am suicidal.",Mental Health Crisis,3,mental_health
Urgent. Someone shared my phone.,Cyber Crime,2,cyber_1930
I found a little boy who is lost at shop.,Child Helpline,4,child_1098
There is a massive fire at market!,Fire Emergency,5,fire_101
"Domestic violence happening at my neighbor's house, he is threatening her. Please hurry.",Domestic Violence,3,women_1091
He is drunk and beating me and the kids.,Domestic Violence,3,women_1091
Emergency! My brother-in-law is hitting me.,Domestic Violence,4,women_1091
"Please help, I am alone and man is chasing me.",Women Safety,3,women_1091
"My friend is talking about jumping off, I'm scared. I am scared.",Mental Health Crisis,5,mental_health
A bike hit a child at highway. Please hurry.,Road Accident,5,ambulance_108
I see flames coming from the factory.,Fire Emergency,5,fire_101
Call the fire brigade! kitchen is burning.,Fire Emergency,5,fire_101
"I think I am being harassing, he is following me.",Women Safety,4,women_1091
Call the fire brigade! building is burning. Please hurry.,Fire Emergency,5,fire_101
"My friend is talking about ending my life, I'm scared.",Mental Health Crisis,3,mental_health
Call the fire brigade! factory is burning.,Fire Emergency,5,fire_101
My photos are being shared on social media.,Cyber Crime,1,cyber_1930
"Domestic violence happening at my neighbor's house, he is beating her.",Domestic Violence,4,women_1091
There is a massive fire at building!,Fire Emergency,5,fire_101
"Emergency! Lost child found at temple, looks hungry.",Child Helpline,5,child_1098
He is drunk and beating me and the kids.,Domestic Violence,5,women_1091
I am extremely depressed and thinking of killing myself. Need help now.,Mental Health Crisis,3,mental_health
Call the fire brigade! kitchen is burning.,Fire Emergency,5,fire_101
My husband is beating me. Call police.,Domestic Violence,5,women_1091
"Urgent. I want to killing myself, I can't take it anymore.",Mental Health Crisis,5,mental_health
"Fire broke out in the market, people are trapped.",Fire Emergency,5,fire_101
"I need someone to talk to, I am suicidal.",Mental Health Crisis,4,mental_health
"Hit and run case at main road, victim is stuck inside. Call police.",Road Accident,4,ambulance_108
My photos are being morphed on social media.,Cyber Crime,3,cyber_1930
"Hit and run case at crossing, victim is stuck inside.",Road Accident,4,ambulance_108
Emergency! A child is being beaten in the shop. I am scared.,Child Helpline,4,child_1098
Please help. Help! The factory is on fire! Please hurry.,Fire Emergency,5,fire_101
"Help! Lost child found at park, looks bruised. Call police.",Child Helpline,5,child_1098
Urgent. There is a huge fire at school!,Fire Emergency,5,fire_101
"I want to killing myself, I can't take it anymore.",Mental Health Crisis,5,mental_health
Call the fire brigade! kitchen is burning.,Fire Emergency,5,fire_101
Call the fire brigade! office is burning.,Fire Emergency,5,fire_101
My father is locking me.,Domestic Violence,5,women_1091
"Hit and run case at junction, victim is unconscious.",Road Accident,4,ambulance_108
"Please save me, my partner is trying to beating me. Call police.",Domestic Violence,3,women_1091
Urgent. My partner is threatening me.,Domestic Violence,3,women_1091
"I want to cutting myself, I can't take it anymore.",Mental Health Crisis,3,mental_health
"Emergency! Reporting a fraud message scam, they stole my details.",Cyber Crime,2,cyber_1930
Electric short circuit caused a fire in factory.,Fire Emergency,5,fire_101
"I need someone to talk to, I am trapped. Need help now.",Mental Health Crisis,3,mental_health
A child is being trafficked in the railway station.,Child Helpline,5,child_1098
"Help! Need ambulance immediately at main road, bike accident.",Road Accident,5,ambulance_108
"Reporting child labor at shop, kid is working there.",Child Helpline,3,child_1098
Help! The market is on fire!,Fire Emergency,5,fire_101
He is drunk and locking me and the kids.,Domestic Violence,3,women_1091
I received a fake call asking for money.,Cyber Crime,1,cyber_1930
"Reporting a UPI fraud scam, they stole my password.",Cyber Crime,1,cyber_1930
"Please save me, my husband is trying to hitting me.",Domestic Violence,3,women_1091
"Please save me, my husband is trying to abusing me.",Domestic Violence,3,women_1091
Someone is chasing me.,Women Safety,3,women_1091
"I am scared of my husband, he is throwing things at me.",Domestic Violence,4,women_1091
"Everything feels unbearable, I just want to taking pills.",Mental Health Crisis,3,mental_health
"Urgent. Reporting child labor at temple, little boy is working there.",Child Helpline,3,child_1098
"Please help, I am alone and driver is threatening me. Call police.",Women Safety,5,women_1091
Urgent. Call the fire brigade! apartment is burning.,Fire Emergency,5,fire_101
I found a baby who is hungry at shop. Call police.,Child Helpline,4,child_1098
A child is being trafficked in the temple.,Child Helpline,3,child_1098
"Please save me, my husband is trying to hitting me.",Domestic Violence,5,women_1091
Help! A man is threatening me and I feel unsafe.,Women Safety,3,women_1091
Help! The factory is on fire!,Fire Emergency,5,fire_101
"I suspect child abuse next door, the kid is always scared.",Child Helpline,5,child_1098
I found a little girl who is crying at factory.,Child Helpline,4,child_1098
"Please help. Reporting child labor at temple, little girl is working there.",Child Helpline,4,child_1098
"Please help. Hit and run case at highway, victim is not moving.",Road Accident,4,ambulance_108
"I think I am being threatening, he is following me.",Women Safety,3,women_1091
I found a little boy who is scared at shop.,Child Helpline,4,child_1098
"Help! Need help immediately at cab, driver is trying to chasing me.",Women Safety,3,women_1091
"Fire broke out in the school, people are trapped.",Fire Emergency,5,fire_101
"Urgent. I am scared of my brother-in-law, he is throwing things at me.",Domestic Violence,3,women_1091
Help! I feel trapped and nobody cares. Need help now.,Mental Health Crisis,5,mental_health
Please help. My photos are being morphed on whatsapp. Please hurry.,Cyber Crime,3,cyber_1930
"Emergency! I want to taking pills, I can't take it anymore.",Mental Health Crisis,4,mental_health
A child is being beaten in the park.,Child Helpline,4,child_1098
"Everything feels dark, I just want to taking pills.",Mental Health Crisis,4,mental_health
"Please help, I am alone and stranger is touching me. I am scared.",Women Safety,3,women_1091
Someone is touching me.,Women Safety,4,women_1091
Lost money from my bank account due to fake call.,Cyber Crime,1,cyber_1930
"Reporting a lottery scam scam, they stole my identity. I am scared.",Cyber Crime,3,cyber_1930
"Reporting a UPI fraud scam, they stole my OTP.",Cyber Crime,2,cyber_1930
A man is chasing me and I feel unsafe.,Women Safety,4,women_1091
"Please help. I am scared of my partner, he is beating me.",Domestic Violence,4,women_1091
Electric short circuit caused a fire in market.,Fire Emergency,5,fire_101
Help! The slum area is on fire! I am scared.,Fire Emergency,5,fire_101
"Lost child found at factory, looks lost.",Child Helpline,5,child_1098
"I suspect child abuse next door, the little girl is always injured.",Child Helpline,4,child_1098
Call the fire brigade! kitchen is burning.,Fire Emergency,5,fire_101
"Help! I want to killing myself, I can't take it anymore.",Mental Health Crisis,3,mental_health
"Bad accident on the crossing, unconscious.",Road Accident,5,ambulance_108
"Please help. I am scared of my partner, he is hitting me.",Domestic Violence,4,women_1091
"I need someone to talk to, I am suicidal.",Mental Health Crisis,3,mental_health
"Fire broke out in the market, people are trapped.",Fire Emergency,5,fire_101
"Two cars crashed, people are unconscious.",Road Accident,4,ambulance_108
"Hit and run case at highway, victim is unconscious.",Road Accident,4,ambulance_108
A bike hit a biker at bridge.,Road Accident,4,ambulance_108
Emergency! Someone is following me. I am scared.,Women Safety,3,women_1091
"Reporting a lottery scam scam, they stole my password.",Cyber Crime,2,cyber_1930
Help! I am extremely lonely and thinking of taking pills.,Mental Health Crisis,4,mental_health
"Help! Need help immediately at metro station, guy is trying to abusing me.",Women Safety,5,women_1091
I found a little girl who is injured at temple.,Child Helpline,3,child_1098
A child is being trafficked in the shop.,Child Helpline,3,child_1098
"I want to jumping off, I can't take it anymore.",Mental Health Crisis,5,mental_health
Urgent. I am extremely empty and thinking of ending my life.,Mental Health Crisis,3,mental_health
A man is harassing me and I feel unsafe.,Women Safety,3,women_1091
A truck hit a pedestrian at highway.,Road Accident,4,ambulance_108
"Reporting child labor at shop, kid is working there. I am scared.",Child Helpline,3,child_1098
Please help. My photos are being shared on whatsapp. I am scared.,Cyber Crime,3,cyber_1930
He is drunk and throwing things at me and the kids.,Domestic Violence,3,women_1091
Someone is threatening me.,Women Safety,5,women_1091
"Bad accident on the crossing, bleeding heavily.",Road Accident,5,ambulance_108
A man is touching me and I feel unsafe.,Women Safety,4,women_1091
"I think I am being touching, he is following me. I am scared.",Women Safety,5,women_1091
Help! The market is on fire!,Fire Emergency,5,fire_101
"I need someone to talk to, I am hopeless.",Mental Health Crisis,3,mental_health
"Reporting a lottery scam scam, they stole my identity.",Cyber Crime,2,cyber_1930
"Hit and run case at crossing, victim is stuck inside.",Road Accident,5,ambulance_108
"Help! Lost child found at park, looks lost.",Child Helpline,3,child_1098
"I want to killing myself, I can't take it anymore.",Mental Health Crisis,4,mental_health
I am being abusing by a man at the bus stop.,Women Safety,5,women_1091
Urgent. I am extremely worthless and thinking of taking pills.,Mental Health Crisis,5,mental_health
"Hit and run case at junction, victim is not moving.",Road Accident,5,ambulance_108
I feel lonely and nobody cares.,Mental Health Crisis,5,mental_health
"Having severe hallucinations, please help.",Mental Health Crisis,3,mental_health
"Everything feels painful, I just want to killing myself.",Mental Health Crisis,5,mental_health
A bike hit a old man at bridge. Call police.,Road Accident,5,ambulance_108
A child is being beaten in the temple.,Child Helpline,5,child_1098
"I want to killing myself, I can't take it anymore. I am scared.",Mental Health Crisis,4,mental_health
"Hit and run case at main road, victim is bleeding heavily.",Road Accident,4,ambulance_108
I received a fraud message asking for money.,Cyber Crime,2,cyber_1930
"Reporting a lottery scam scam, they stole my money.",Cyber Crime,3,cyber_1930
My husband is throwing things at me.,Domestic Violence,3,women_1091
"Please save me, my father is trying to threatening me.",Domestic Violence,5,women_1091
Someone is threatening me.,Women Safety,5,women_1091
"Lost child found at shop, looks hungry. Please hurry.",Child Helpline,5,child_1098
"Urgent. My friend is talking about taking pills, I'm scared. Call police.",Mental Health Crisis,5,mental_health
"Help! Please save me, my husband is trying to hitting me.",Domestic Violence,5,women_1091
There is a small fire at building!,Fire Emergency,5,fire_101
"Emergency! I want to cutting myself, I can't take it anymore.",Mental Health Crisis,3,mental_health
"Hit and run case at crossing, victim is bleeding heavily.",Road Accident,4,ambulance_108
I found a minor who is lost at park.,Child Helpline,3,child_1098
My partner is abusing me.,Domestic Violence,4,women_1091
